point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs071,lhs,78259.04696002515,0.002599611054485537,0.9295707134016642,0.713881095168321,10,100,1,2,4,2,4,2,1.463533807099905,0,0.7640890903841578,0,0.4756133239212298,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs072,lhs,14612.351128320153,0.009605043473012852,0.9400416887618747,0.5577572074580891,1000000,100,1,10,46,7,26,9,2.372009226493531,1,0.6303833884252747,4,0.8779136631815201,served_and_memory,-3,-20,0.5652173913043478,0,3,0.0,10.428571428571429,0.0,served_and_memory,3,7,-7,-39,0.15217391304347827,0,3,0.0,73.0,0.0,served_and_memory,3,7,-7,-39,0.15217391304347827,0,3,0.0,73.0,0.0,served_and_memory,9,39,-1,-7,0.8478260869565217,0,4,0.0,0.0,0.0,served_and_memory,7,26,-3,-20,0.5652173913043478,0,5,0.0,10.428571428571429,0.0,served_and_memory,6,20,-4,-26,0.43478260869565216,0,2,0.0,16.333333333333332,0.0,served_and_memory,6,20,-4,-26,0.43478260869565216,0,2,0.0,16.333333333333332,0.0
lhs072,lhs,14612.351128320153,0.009605043473012852,0.9400416887618747,0.5577572074580891,20,100,1,6,20,6,20,3,1.6012358613666837,0,0.4619631754147895,2,0.6234118310104366,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,32.0,0.0,served_and_memory,3,7,-3,-13,0.35,0,2,0.0,32.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs072,lhs,14612.351128320153,0.009605043473012852,0.9400416887618747,0.5577572074580891,10,100,1,3,7,3,7,0,0.43200592180612546,0,0.23119580643443044,0,0.14918765119436986,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs073,lhs,4171.329479882285,0.001955569207900612,0.997412646823148,0.9143682347047392,1000000,100,1,1,2,1,2,1,1.7692044104477667,1,1.2735023646843504,0,0.5317456572197818,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0
lhs073,lhs,4171.329479882285,0.001955569207900612,0.997412646823148,0.9143682347047392,20,100,1,1,2,1,2,1,1.7692044104477667,1,1.2735023646843504,0,0.5317456572197818,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0
lhs073,lhs,4171.329479882285,0.001955569207900612,0.997412646823148,0.9143682347047392,10,100,1,1,2,1,2,1,1.7692044104477667,1,1.2735023646843504,0,0.5317456572197818,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,served_set_only,0,0,-1,-2,0.0,0,0,,,,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0,identical,1,2,0,0,1.0,0,0,0.0,0.0,0.0
lhs074,lhs,1890.1603968190375,0.001538122830928496,0.9290140206574563,0.8895984288915286,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs074,lhs,1890.1603968190375,0.001538122830928496,0.9290140206574563,0.8895984288915286,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs074,lhs,1890.1603968190375,0.001538122830928496,0.9290140206574563,0.8895984288915286,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs075,lhs,13249.688476593654,0.09352247987367976,0.9407095323900974,0.7835989076096364,1000000,100,1,11,53,11,53,0,0.26143293952931923,0,0.07363592371425469,0,0.12510251431537953,identical,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0
lhs075,lhs,13249.688476593654,0.09352247987367976,0.9407095323900974,0.7835989076096364,20,100,1,7,18,7,18,0,0.14047369389563932,0,0.0491834265778978,0,0.05674824472758502,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,identical,7,18,0,0,1.0,0,0,0.0,0.0,0.0
lhs075,lhs,13249.688476593654,0.09352247987367976,0.9407095323900974,0.7835989076096364,10,100,1,5,10,5,10,1,0.14047369389563932,1,0.0491834265778978,1,0.04895043299457419,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs076,lhs,63744.741617577616,0.0161098382961073,0.9757270338901791,0.9054088068671473,1000000,100,1,17,51,17,55,15,2.7518787707555763,0,0.44840591831747617,8,0.776669584807764,routing,0,4,0.9272727272727272,1,6,-0.17647058823529413,0.0,0.35294117647058826,served_and_memory,4,11,-13,-40,0.21568627450980393,0,4,0.0,49.25,0.0,served_and_memory,4,11,-13,-40,0.21568627450980393,0,4,0.0,49.25,0.0,identical,17,51,0,0,1.0,0,0,0.0,0.0,0.0,routing,17,55,0,4,0.9272727272727272,1,6,-0.17647058823529413,0.0,0.35294117647058826,served_and_memory,12,51,-5,0,1.0,0,5,0.0,4.25,0.0,routing,12,55,-5,4,0.9272727272727272,1,5,-0.25,4.25,0.5
lhs076,lhs,63744.741617577616,0.0161098382961073,0.9757270338901791,0.9054088068671473,20,100,1,11,20,11,20,9,2.4258625668167526,0,0.44840591831747617,5,0.726257902913521,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,served_and_memory,4,11,-7,-9,0.55,0,2,0.0,24.5,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0,served_and_memory,8,20,-3,0,1.0,0,4,0.0,4.75,0.0
lhs076,lhs,63744.741617577616,0.0161098382961073,0.9757270338901791,0.9054088068671473,10,100,1,5,10,5,10,2,0.8154922457111718,1,0.2363651709822243,1,0.2841720568759012,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs077,lhs,2995.8411852390104,0.0033865664853834493,0.9327892704439543,0.5152109610538795,1000000,100,1,3,7,3,7,3,1.2252633094480647,1,0.9083565204010671,0,0.4231288183897419,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs077,lhs,2995.8411852390104,0.0033865664853834493,0.9327892704439543,0.5152109610538795,20,100,1,3,7,3,7,3,1.2252633094480647,1,0.9083565204010671,0,0.4231288183897419,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs077,lhs,2995.8411852390104,0.0033865664853834493,0.9327892704439543,0.5152109610538795,10,100,1,3,7,3,7,3,1.2252633094480647,1,0.9083565204010671,0,0.4231288183897419,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,0,0,-3,-7,0.0,0,0,,,,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs078,lhs,41903.45862697852,0.004593883312978235,0.9595484292411546,0.8524539842598213,1000000,100,1,6,20,6,20,6,2.3867508226706184,2,0.7728100013163616,2,0.9174503103784417,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,9.6,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,9.6,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0
lhs078,lhs,41903.45862697852,0.004593883312978235,0.9595484292411546,0.8524539842598213,20,100,1,6,20,6,20,6,2.3867508226706184,2,0.7728100013163616,2,0.9174503103784417,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,9.6,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,9.6,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,1,0.0,12.0,0.0
lhs078,lhs,41903.45862697852,0.004593883312978235,0.9595484292411546,0.8524539842598213,10,100,1,4,10,4,10,3,2.3867508226706184,1,0.7728100013163616,1,0.842091281958675,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,2,4,-2,-6,0.2727272727272727,1,1,0.5,36.5,-31.666666666666668,routing,2,4,-2,-6,0.2727272727272727,1,1,0.5,36.5,-31.666666666666668,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111
lhs079,lhs,20504.240477250078,0.005579249374347281,0.9497272214264691,0.9190124175111125,1000000,100,1,8,32,8,32,8,4.0925418258922,4,0.9243067963264884,5,1.6307322601320011,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,60.5,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,60.5,0.0,served_and_memory,6,20,-2,-12,0.625,0,5,0.0,12.166666666666666,0.0,served_and_memory,6,20,-2,-12,0.625,0,5,0.0,12.166666666666666,0.0,served_and_memory,4,11,-4,-21,0.34375,0,2,0.0,30.25,0.0,served_and_memory,4,11,-4,-21,0.34375,0,2,0.0,30.25,0.0
lhs079,lhs,20504.240477250078,0.005579249374347281,0.9497272214264691,0.9190124175111125,20,100,1,6,20,6,20,6,2.63997063494645,1,0.7367315392601486,3,1.066391487053111,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0
lhs079,lhs,20504.240477250078,0.005579249374347281,0.9497272214264691,0.9190124175111125,10,100,1,5,10,5,10,3,3.937522290379352,2,0.8682557675009498,3,1.580288421160098,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs080,lhs,9149.65458660025,0.09659362418798723,0.976760433138463,0.5440925151277349,1000000,100,1,11,53,9,39,0,0.2531208144531798,0,0.0786551788732623,0,0.12112494458678634,served_set_only,-2,-14,0.7358490566037735,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,9,39,-2,-14,0.7358490566037735,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,served_set_only,9,39,-2,-14,0.7358490566037735,0,0,0.0,0.0,0.0
lhs080,lhs,9149.65458660025,0.09659362418798723,0.976760433138463,0.5440925151277349,20,100,1,6,20,6,20,0,0.11956441854961156,0,0.04602640947047676,0,0.05116902147033511,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs080,lhs,9149.65458660025,0.09659362418798723,0.976760433138463,0.5440925151277349,10,100,1,3,7,3,7,0,0.042957655791766705,0,0.024353365180285413,0,0.014834870183251785,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs081,lhs,28545.18968698065,0.00827183638574761,0.9746390223678554,0.5354393832447722,1000000,100,1,11,53,11,53,10,2.655809151753666,2,0.6223425348253709,6,1.0658846202805865,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,6,26,-5,-27,0.49056603773584906,0,3,0.0,18.5,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,2,0.0,19.6,0.0
lhs081,lhs,28545.18968698065,0.00827183638574761,0.9746390223678554,0.5354393832447722,20,100,1,6,20,6,20,4,1.7806269160132766,0,0.4693181948114164,2,0.7192676159796414,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0
lhs081,lhs,28545.18968698065,0.00827183638574761,0.9746390223678554,0.5354393832447722,10,100,1,5,10,3,7,3,1.9056082724918333,1,0.5432566365193163,2,0.5534400912995352,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs082,lhs,166430.19894257656,0.05263868834113096,0.9209577865673274,0.5487649261340336,1000000,100,1,11,53,11,53,2,0.417343582589077,0,0.08759957854594166,0,0.16749701527339192,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,memory_only,11,53,0,0,1.0,0,4,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0
lhs082,lhs,166430.19894257656,0.05263868834113096,0.9209577865673274,0.5487649261340336,20,100,1,6,20,6,20,0,0.2691179196943294,0,0.0645882845494768,0,0.10811613709603529,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs082,lhs,166430.19894257656,0.05263868834113096,0.9209577865673274,0.5487649261340336,10,100,1,5,10,5,10,1,0.24957780340189453,0,0.06990279918053767,1,0.08696960408426117,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,memory_only,5,10,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,5,10,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs083,lhs,73575.04143834658,0.07720208881055221,0.9704936633691146,0.8701300184264764,1000000,100,1,17,55,17,55,2,0.5746940491387582,0,0.08689002975001062,0,0.2007692175499354,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,16,55,-1,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,16,55,-1,0,1.0,0,2,0.0,0.0,0.0,memory_only,17,55,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,17,55,0,0,1.0,0,8,0.0,0.0,0.0,memory_only,17,55,0,0,1.0,0,6,0.0,0.0,0.0,identical,17,55,0,0,1.0,0,0,0.0,0.0,0.0
lhs083,lhs,73575.04143834658,0.07720208881055221,0.9704936633691146,0.8701300184264764,20,100,1,11,20,11,20,1,0.6455903061155941,0,0.09145145101107788,0,0.1515489743537566,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,10,20,-1,0,1.0,0,2,0.0,2.6,0.0,served_and_memory,10,20,-1,0,1.0,0,2,0.0,2.6,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,20,0,0,1.0,0,2,0.0,0.0,0.0
lhs083,lhs,73575.04143834658,0.07720208881055221,0.9704936633691146,0.8701300184264764,10,100,1,5,10,5,10,1,0.17016959531204698,0,0.048962924856757004,1,0.059298471778100964,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,memory_only,5,10,0,0,1.0,0,2,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs084,lhs,3590.087092264374,0.0013173782971163546,0.9744654930504684,0.5188583297225613,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
